Customer ID,Count,Quarter,Customer Status,Churn Label
5565-FILXA,1,Q3,Churned,Yes
4187-CINZD,1,Q3,Churned,Yes
6818-WOBHJ,1,Q3,Churned,Yes
9134-CEQMF,1,Q3,Churned,Yes
8519-IMDHU,1,Q3,Churned,Yes
3372-KWFBM,1,Q3,Churned,Yes
7206-GZCDC,1,Q3,Churned,Yes
1768-ZAIFU,1,Q3,Churned,Yes
3793-MMFUH,1,Q3,Churned,Yes
6567-HOOPW,1,Q3,Churned,Yes
8621-MNIHH,1,Q3,Churned,Yes
5419-CONWX,1,Q3,Churned,Yes
7024-OHCCK,1,Q3,Churned,Yes
5357-TZHPP,1,Q3,Churned,Yes
0506-LVNGN,1,Q3,Churned,Yes
9809-IMGCQ,1,Q3,Churned,Yes
3254-YRILK,1,Q3,Churned,Yes
0529-ONKER,1,Q3,Churned,Yes
5240-IJOQT,1,Q3,Churned,Yes
0661-XEYAN,1,Q3,Churned,Yes
2660-EMUBI,1,Q3,Churned,Yes
7675-OZCZG,1,Q3,Churned,Yes
9391-EOYLI,1,Q3,Churned,Yes
2761-OCIAX,1,Q3,Churned,Yes
3068-OMWZA,1,Q3,Churned,Yes
4154-AQUGT,1,Q3,Churned,Yes
8017-LXHFA,1,Q3,Churned,Yes
4248-QPAVC,1,Q3,Churned,Yes
4690-LLKUA,1,Q3,Churned,Yes
9490-DFPMD,1,Q3,Churned,Yes
8580-AECUZ,1,Q3,Churned,Yes
5047-LHVLY,1,Q3,Churned,Yes
8375-DKEBR,1,Q3,Churned,Yes
7279-BUYWN,1,Q3,Churned,Yes
7156-MHUGY,1,Q3,Churned,Yes
9606-PBKBQ,1,Q3,Churned,Yes
3536-IQCTX,1,Q3,Churned,Yes
3132-TVFDZ,1,Q3,Churned,Yes
8080-DDEMJ,1,Q3,Churned,Yes
6702-OHFWR,1,Q3,Churned,Yes
4510-PYUSH,1,Q3,Churned,Yes
8840-DQLGN,1,Q3,Churned,Yes
4193-ORFCL,1,Q3,Churned,Yes
7776-QWNFX,1,Q3,Churned,Yes
6689-TCZHQ,1,Q3,Churned,Yes
9497-QCMMS,1,Q3,Churned,Yes
3424-NMNBO,1,Q3,Churned,Yes
4514-GFCFI,1,Q3,Churned,Yes
8000-REIQB,1,Q3,Churned,Yes
4795-KTRTH,1,Q3,Churned,Yes
9961-JBNMK,1,Q3,Churned,Yes
6179-GJPSO,1,Q3,Churned,Yes
8290-YWKHZ,1,Q3,Churned,Yes
8051-HJRLT,1,Q3,Churned,Yes
4021-RQSNY,1,Q3,Churned,Yes
9061-TIHDA,1,Q3,Churned,Yes
8699-ASUFO,1,Q3,Churned,Yes
4695-WJZUE,1,Q3,Churned,Yes
3988-RQIXO,1,Q3,Churned,Yes
5931-FLJJF,1,Q3,Churned,Yes
3207-OYBWH,1,Q3,Churned,Yes
7216-EWTRS,1,Q3,Churned,Yes
2528-HFYZX,1,Q3,Churned,Yes
4140-MUHUG,1,Q3,Churned,Yes
1587-FKLZB,1,Q3,Churned,Yes
5440-FLBQG,1,Q3,Churned,Yes
2774-LVQUS,1,Q3,Churned,Yes
4612-THJBS,1,Q3,Churned,Yes
4094-NSEDU,1,Q3,Churned,Yes
1846-XWOQN,1,Q3,Churned,Yes
3757-NJYBX,1,Q3,Churned,Yes
9898-KZQDZ,1,Q3,Churned,Yes
8263-JQAIK,1,Q3,Churned,Yes
2205-YMZZJ,1,Q3,Churned,Yes
1254-IZEYF,1,Q3,Churned,Yes
9221-OTIVJ,1,Q3,Churned,Yes
5908-QMGOE,1,Q3,Churned,Yes
0397-GZBBC,1,Q3,Churned,Yes
7641-EUYET,1,Q3,Churned,Yes
8922-LIEGH,1,Q3,Churned,Yes
8245-UMPYT,1,Q3,Churned,Yes
5186-SAMNZ,1,Q3,Churned,Yes
5373-SFODM,1,Q3,Churned,Yes
0022-TCJCI,1,Q3,Churned,Yes
5130-IEKQT,1,Q3,Churned,Yes
3269-ATYWD,1,Q3,Churned,Yes
0354-WYROK,1,Q3,Churned,Yes
7576-OYWBN,1,Q3,Churned,Yes
5539-TMZLF,1,Q3,Churned,Yes
3336-JORSO,1,Q3,Churned,Yes
6861-XWTWQ,1,Q3,Churned,Yes
4283-FUTGF,1,Q3,Churned,Yes
2397-BRLOM,1,Q3,Churned,Yes
8510-AWCXC,1,Q3,Churned,Yes
8225-BTJAU,1,Q3,Churned,Yes
1724-BQUHA,1,Q3,Churned,Yes
4826-XTSOH,1,Q3,Churned,Yes
2408-WITXK,1,Q3,Churned,Yes
2634-HCZGT,1,Q3,Churned,Yes
7503-QQRVF,1,Q3,Churned,Yes
0709-TVGUR,1,Q3,Churned,Yes
3001-CBHLQ,1,Q3,Churned,Yes
4102-OQUPX,1,Q3,Churned,Yes
3999-QGRJH,1,Q3,Churned,Yes
2454-RPBRZ,1,Q3,Churned,Yes
2265-CYWIV,1,Q3,Churned,Yes
4550-VBOFE,1,Q3,Churned,Yes
7409-KIUTL,1,Q3,Churned,Yes
1732-VHUBQ,1,Q3,Churned,Yes
0679-IDSTG,1,Q3,Churned,Yes
8802-UNOJF,1,Q3,Churned,Yes
6313-GIDIT,1,Q3,Churned,Yes
2845-AFFTX,1,Q3,Churned,Yes
2815-CPTUL,1,Q3,Churned,Yes
1891-FZYSA,1,Q3,Churned,Yes
9685-WKZGT,1,Q3,Churned,Yes
6022-UGGSO,1,Q3,Churned,Yes
3923-CSIHK,1,Q3,Churned,Yes
3677-IYRBF,1,Q3,Churned,Yes
8118-LSUEL,1,Q3,Churned,Yes
5277-ZLOOR,1,Q3,Churned,Yes
4248-HCETZ,1,Q3,Churned,Yes
9174-FKWZE,1,Q3,Churned,Yes
5307-DZCVC,1,Q3,Churned,Yes
8679-JOEVF,1,Q3,Churned,Yes
4803-AXVYP,1,Q3,Churned,Yes
5649-ANRML,1,Q3,Churned,Yes
7395-IGJOS,1,Q3,Churned,Yes
7890-VYYWG,1,Q3,Churned,Yes
9907-SWKKF,1,Q3,Churned,Yes
6397-JNZZG,1,Q3,Churned,Yes
7779-LGOVN,1,Q3,Churned,Yes
9710-ZUSHQ,1,Q3,Churned,Yes
3902-FOIGH,1,Q3,Churned,Yes
3318-OSATS,1,Q3,Churned,Yes
2636-ALXXZ,1,Q3,Churned,Yes
9885-CSMWE,1,Q3,Churned,Yes
8058-JMEQO,1,Q3,Churned,Yes
7657-DYEPJ,1,Q3,Churned,Yes
8276-MQBYC,1,Q3,Churned,Yes
6015-VVHHE,1,Q3,Churned,Yes
2516-VQRRV,1,Q3,Churned,Yes
7580-UGXNC,1,Q3,Churned,Yes
5178-LMXOP,1,Q3,Churned,Yes
7056-IMHCC,1,Q3,Churned,Yes
8749-JMNKX,1,Q3,Churned,Yes
0917-EZOLA,1,Q3,Churned,Yes
8414-MYSHR,1,Q3,Churned,Yes
4988-IQIGL,1,Q3,Churned,Yes
4706-AXVKM,1,Q3,Churned,Yes
5889-JTMUL,1,Q3,Churned,Yes
9026-RNUJS,1,Q3,Churned,Yes
1624-NALOJ,1,Q3,Churned,Yes
6210-KBBPI,1,Q3,Churned,Yes
2260-USTRB,1,Q3,Churned,Yes
8623-TMRBY,1,Q3,Churned,Yes
6900-PXRMS,1,Q3,Churned,Yes
3346-BRMIS,1,Q3,Churned,Yes
2722-JMONI,1,Q3,Churned,Yes
7579-OOPEC,1,Q3,Churned,Yes
1771-OADNZ,1,Q3,Churned,Yes
0612-RTZZA,1,Q3,Churned,Yes
4433-JCGCG,1,Q3,Churned,Yes
9488-HGMJH,1,Q3,Churned,Yes
4818-QIUFN,1,Q3,Churned,Yes
6961-VCPMC,1,Q3,Churned,Yes
4424-TKOPW,1,Q3,Churned,Yes
4201-JMNGR,1,Q3,Churned,Yes
1866-RZZQS,1,Q3,Churned,Yes
8631-NBHFZ,1,Q3,Churned,Yes
4958-XCBDQ,1,Q3,Churned,Yes
8337-UPOAQ,1,Q3,Churned,Yes
6712-OAWRH,1,Q3,Churned,Yes
5914-DVBWJ,1,Q3,Churned,Yes
8644-XLFBW,1,Q3,Churned,Yes
1833-VGRUM,1,Q3,Churned,Yes
8374-XGEJJ,1,Q3,Churned,Yes
6946-LMSQS,1,Q3,Churned,Yes
4039-HEUNW,1,Q3,Churned,Yes
0812-WUPTB,1,Q3,Churned,Yes
2403-BCASL,1,Q3,Churned,Yes
3871-IKPYH,1,Q3,Churned,Yes
1304-NECVQ,1,Q3,Churned,Yes
5655-JSMZM,1,Q3,Churned,Yes
4505-EXZHB,1,Q3,Churned,Yes
8972-HJWNV,1,Q3,Churned,Yes
2860-RANUS,1,Q3,Churned,Yes
0406-BPDVR,1,Q3,Churned,Yes
5276-KQWHG,1,Q3,Churned,Yes
9667-EQRXU,1,Q3,Churned,Yes
0946-CLJTI,1,Q3,Churned,Yes
0324-BRPCJ,1,Q3,Churned,Yes
9189-JWSHV,1,Q3,Churned,Yes
0576-WNXXC,1,Q3,Churned,Yes
5482-PLVPE,1,Q3,Churned,Yes
4902-OHLSK,1,Q3,Churned,Yes
0495-ZBNGW,1,Q3,Churned,Yes
2357-COQEK,1,Q3,Churned,Yes
2034-CGRHZ,1,Q3,Churned,Yes
9360-AHGNL,1,Q3,Churned,Yes
5485-WUYWF,1,Q3,Churned,Yes
2632-UCGVD,1,Q3,Churned,Yes
6425-YQLLO,1,Q3,Churned,Yes
2091-RFFBA,1,Q3,Churned,Yes
6899-PPEEA,1,Q3,Churned,Yes
4597-NUCQV,1,Q3,Churned,Yes
3754-DXMRT,1,Q3,Churned,Yes
7130-VTEWQ,1,Q3,Churned,Yes
7903-CMPEY,1,Q3,Churned,Yes
1704-NRWYE,1,Q3,Churned,Yes
7481-ATQQS,1,Q3,Churned,Yes
0023-HGHWL,1,Q3,Churned,Yes
1792-UXAFY,1,Q3,Churned,Yes
6161-UUUTA,1,Q3,Churned,Yes
6543-XRMYR,1,Q3,Churned,Yes
2479-BRAMR,1,Q3,Churned,Yes
3714-JTVOV,1,Q3,Churned,Yes
8580-QVLOC,1,Q3,Churned,Yes
2012-NWRPA,1,Q3,Churned,Yes
8808-ELEHO,1,Q3,Churned,Yes
9058-CBREO,1,Q3,Churned,Yes
8063-GBATB,1,Q3,Churned,Yes
1069-XAIEM,1,Q3,Churned,Yes
6987-XQSJT,1,Q3,Churned,Yes
0722-TROQR,1,Q3,Churned,Yes
6402-ZFPPI,1,Q3,Churned,Yes
9965-YOKZB,1,Q3,Churned,Yes
0504-HHAPI,1,Q3,Churned,Yes
3791-LGQCY,1,Q3,Churned,Yes
8166-ZZTFS,1,Q3,Churned,Yes
2956-GGUCQ,1,Q3,Churned,Yes
2778-OCLGR,1,Q3,Churned,Yes
7067-KSAZT,1,Q3,Churned,Yes
9300-AGZNL,1,Q3,Churned,Yes
1112-CUNAO,1,Q3,Churned,Yes
3389-YGYAI,1,Q3,Churned,Yes
3070-DVEYC,1,Q3,Churned,Yes
5707-ORNDZ,1,Q3,Churned,Yes
8696-JKZNU,1,Q3,Churned,Yes
2055-PDADH,1,Q3,Churned,Yes
2302-ANTDP,1,Q3,Churned,Yes
5233-GEEAX,1,Q3,Churned,Yes
7137-RYLPP,1,Q3,Churned,Yes
3957-LXOLK,1,Q3,Churned,Yes
5281-BUZGT,1,Q3,Churned,Yes
2718-GAXQD,1,Q3,Churned,Yes
3217-FZDMN,1,Q3,Churned,Yes
7480-QNVZJ,1,Q3,Churned,Yes
7124-UGSUR,1,Q3,Churned,Yes
1862-SKORY,1,Q3,Churned,Yes
4816-JBHOV,1,Q3,Churned,Yes
3247-ZVOUO,1,Q3,Churned,Yes
1268-ASBGA,1,Q3,Churned,Yes
4713-LZDRV,1,Q3,Churned,Yes
4325-NFSKC,1,Q3,Churned,Yes
6502-HCJTI,1,Q3,Churned,Yes
8258-GSTJK,1,Q3,Churned,Yes
2995-UPRYS,1,Q3,Churned,Yes
6686-YPGHK,1,Q3,Churned,Yes
8020-BWHYL,1,Q3,Churned,Yes
6892-XPFPU,1,Q3,Churned,Yes
8010-EZLOU,1,Q3,Churned,Yes
8062-YBDOE,1,Q3,Churned,Yes
3672-YITQD,1,Q3,Churned,Yes
8988-ECPJR,1,Q3,Churned,Yes
3776-EKTKM,1,Q3,Churned,Yes
0643-OKLRP,1,Q3,Churned,Yes
9381-NDKME,1,Q3,Churned,Yes
8327-LZKAS,1,Q3,Churned,Yes
1075-BGWOH,1,Q3,Churned,Yes
8485-GJCDN,1,Q3,Churned,Yes
6029-WTIPC,1,Q3,Churned,Yes
3317-HRTNN,1,Q3,Churned,Yes
5569-OUICF,1,Q3,Churned,Yes
5747-PMBSQ,1,Q3,Churned,Yes
2982-IHMFT,1,Q3,Churned,Yes
5143-EGQFK,1,Q3,Churned,Yes
6168-WFVVF,1,Q3,Churned,Yes
7450-NWRTR,1,Q3,Churned,Yes
6005-OBZPH,1,Q3,Churned,Yes
7932-WPTDS,1,Q3,Churned,Yes
7000-WCEVQ,1,Q3,Churned,Yes
5959-BELXA,1,Q3,Churned,Yes
2506-TNFCO,1,Q3,Churned,Yes
6060-DRTNL,1,Q3,Churned,Yes
8473-VUVJN,1,Q3,Churned,Yes
0196-VULGZ,1,Q3,Churned,Yes
1976-CFOCS,1,Q3,Churned,Yes
4631-OACRM,1,Q3,Churned,Yes
3755-JBMNH,1,Q3,Churned,Yes
6345-ULYRW,1,Q3,Churned,Yes
0013-EXCHZ,1,Q3,Churned,Yes
5550-VFRLC,1,Q3,Churned,Yes
2657-ALMWY,1,Q3,Churned,Yes
6284-AHOOQ,1,Q3,Churned,Yes
2460-FPSYH,1,Q3,Churned,Yes
5028-HTLJB,1,Q3,Churned,Yes
0875-CABNR,1,Q3,Churned,Yes
6982-UQZLY,1,Q3,Churned,Yes
0193-ESZXP,1,Q3,Churned,Yes
4369-HTUIF,1,Q3,Churned,Yes
5287-QWLKY,1,Q3,Churned,Yes
1891-UAWWU,1,Q3,Churned,Yes
3096-JRDSO,1,Q3,Churned,Yes
2398-YPMUR,1,Q3,Churned,Yes
1265-XTECC,1,Q3,Churned,Yes
4871-JTKJF,1,Q3,Churned,Yes
1415-YFWLT,1,Q3,Churned,Yes
3500-RMZLT,1,Q3,Churned,Yes
2642-DTVCO,1,Q3,Churned,Yes
1363-TXLSL,1,Q3,Churned,Yes
7136-RVDTZ,1,Q3,Churned,Yes
6927-WTFIV,1,Q3,Churned,Yes
3398-ZOUAA,1,Q3,Churned,Yes
4844-JJWUY,1,Q3,Churned,Yes
4785-QRJHC,1,Q3,Churned,Yes
1965-AKTSX,1,Q3,Churned,Yes
7248-VZQLC,1,Q3,Churned,Yes
0011-IGKFF,1,Q3,Churned,Yes
6496-SLWHQ,1,Q3,Churned,Yes
9912-GVSEQ,1,Q3,Churned,Yes
5383-MMTWC,1,Q3,Churned,Yes
6877-LGWXO,1,Q3,Churned,Yes
5167-GBFRE,1,Q3,Churned,Yes
1324-NLTJE,1,Q3,Churned,Yes
5567-WSELE,1,Q3,Churned,Yes
6646-VRFOL,1,Q3,Churned,Yes
9090-SGQXL,1,Q3,Churned,Yes
6595-YGXIT,1,Q3,Churned,Yes
9835-ZIITK,1,Q3,Churned,Yes
5649-TJHOV,1,Q3,Churned,Yes
9253-QXKBE,1,Q3,Churned,Yes
8775-LHDJH,1,Q3,Churned,Yes
3097-NQYSN,1,Q3,Churned,Yes
3565-UNOCC,1,Q3,Churned,Yes
9190-MFJLN,1,Q3,Churned,Yes
1095-JUDTC,1,Q3,Churned,Yes
5385-SUIRI,1,Q3,Churned,Yes
6328-ZPBGN,1,Q3,Churned,Yes
2856-NNASM,1,Q3,Churned,Yes
6769-DYBQN,1,Q3,Churned,Yes
2446-BEGGB,1,Q3,Churned,Yes
1496-GGSUK,1,Q3,Churned,Yes
3296-SILRA,1,Q3,Churned,Yes
5180-UCIIQ,1,Q3,Churned,Yes
1977-STDKI,1,Q3,Churned,Yes
5813-UECBU,1,Q3,Churned,Yes
4342-HENTK,1,Q3,Churned,Yes
1597-LHYNC,1,Q3,Churned,Yes
8651-ENBZX,1,Q3,Churned,Yes
9286-DOJGF,1,Q3,Churned,Yes
9661-MHUMO,1,Q3,Churned,Yes
8884-ADFVN,1,Q3,Churned,Yes
2720-WGKHP,1,Q3,Churned,Yes
9776-CLUJA,1,Q3,Churned,Yes
3551-HUAZH,1,Q3,Churned,Yes
8634-MPHTR,1,Q3,Churned,Yes
2474-BRUCM,1,Q3,Churned,Yes
0616-ATFGB,1,Q3,Churned,Yes
7235-NXZCP,1,Q3,Churned,Yes
6661-HBGWL,1,Q3,Churned,Yes
9317-WZPGV,1,Q3,Churned,Yes
3621-CEOVK,1,Q3,Churned,Yes
7632-MNYOY,1,Q3,Churned,Yes
9248-OJYKK,1,Q3,Churned,Yes
3398-FSHON,1,Q3,Churned,Yes
3319-DWOEP,1,Q3,Churned,Yes
0818-OCPZO,1,Q3,Churned,Yes
1389-CXMLU,1,Q3,Churned,Yes
5561-NWEVX,1,Q3,Churned,Yes
2272-QAGFO,1,Q3,Churned,Yes
3768-NLUBH,1,Q3,Churned,Yes
7359-SSBJK,1,Q3,Churned,Yes
0685-MLYYM,1,Q3,Churned,Yes
7957-RYHQD,1,Q3,Churned,Yes
6230-BSUXY,1,Q3,Churned,Yes
3990-QYKBE,1,Q3,Churned,Yes
9274-CNFMO,1,Q3,Churned,Yes
3005-NFMTA,1,Q3,Churned,Yes
5389-FFVKB,1,Q3,Churned,Yes
8444-WRIDW,1,Q3,Churned,Yes
5868-YWPDW,1,Q3,Churned,Yes
1273-MTETI,1,Q3,Churned,Yes
5480-HPRRX,1,Q3,Churned,Yes
7234-FECYN,1,Q3,Churned,Yes
1400-MMYXY,1,Q3,Churned,Yes
7142-HVGBG,1,Q3,Churned,Yes
1564-NTYXF,1,Q3,Churned,Yes
0886-QGENL,1,Q3,Churned,Yes
8739-WWKDU,1,Q3,Churned,Yes
8685-WHQPW,1,Q3,Churned,Yes
7240-FQLHE,1,Q3,Churned,Yes
6664-FPDAC,1,Q3,Churned,Yes
0786-VSSUD,1,Q3,Churned,Yes
6583-QGCSI,1,Q3,Churned,Yes
1980-KXVPM,1,Q3,Churned,Yes
0723-DRCLG,1,Q3,Churned,Yes
6894-LFHLY,1,Q3,Churned,Yes
8361-LTMKD,1,Q3,Churned,Yes
3841-NFECX,1,Q3,Stayed,No
4929-XIHVW,1,Q3,Joined,No
3413-BMNZE,1,Q3,Joined,No
8012-SOUDQ,1,Q3,Stayed,No
6575-SUVOI,1,Q3,Stayed,No
4667-QONEA,1,Q3,Stayed,No
5067-XJQFU,1,Q3,Stayed,No
1891-QRQSA,1,Q3,Stayed,No
2673-CXQEU,1,Q3,Stayed,No
0191-ZHSKZ,1,Q3,Stayed,No
2424-WVHPL,1,Q3,Joined,No
5386-THSLQ,1,Q3,Stayed,No
2639-UGMAZ,1,Q3,Stayed,No
3146-MSEGF,1,Q3,Stayed,No
1131-QQZEB,1,Q3,Stayed,No
2504-DSHIH,1,Q3,Stayed,No
9058-HRZSV,1,Q3,Stayed,No
4522-AKYLR,1,Q3,Stayed,No
0221-WMXNQ,1,Q3,Stayed,No
5046-NUHWD,1,Q3,Stayed,No
7529-ZDFXI,1,Q3,Stayed,No
3197-ARFOY,1,Q3,Stayed,No
4716-HHKQH,1,Q3,Stayed,No
3179-GBRWV,1,Q3,Stayed,No
4847-TAJYI,1,Q3,Stayed,No
6851-WEFYX,1,Q3,Stayed,No
3167-SNQPL,1,Q3,Stayed,No
2799-ARNLO,1,Q3,Stayed,No
5701-YVSVF,1,Q3,Stayed,No
5697-GOMBF,1,Q3,Stayed,No
2739-CACDQ,1,Q3,Stayed,No
6035-BXTTY,1,Q3,Stayed,No
0021-IKXGC,1,Q3,Joined,No
4654-DLAMQ,1,Q3,Stayed,No
4115-NZRKS,1,Q3,Stayed,No
3351-NGXYI,1,Q3,Stayed,No
8204-YJCLA,1,Q3,Stayed,No
9774-NRNAU,1,Q3,Stayed,No
0224-RLWWD,1,Q3,Joined,No
3951-NJCVI,1,Q3,Stayed,No
0177-PXBAT,1,Q3,Stayed,No
2519-ERQOJ,1,Q3,Stayed,No
0111-KLBQG,1,Q3,Stayed,No
1996-DBMUS,1,Q3,Stayed,No
2055-SIFSS,1,Q3,Stayed,No
2806-MLNTI,1,Q3,Stayed,No
5628-RKIFK,1,Q3,Stayed,No
5760-WRAHC,1,Q3,Stayed,No
1480-BKXGA,1,Q3,Stayed,No
9076-AXYIK,1,Q3,Stayed,No
4933-IKULF,1,Q3,Stayed,No
3780-DDGSE,1,Q3,Stayed,No
4612-SSVHJ,1,Q3,Stayed,No
5756-OZRIO,1,Q3,Stayed,No
4513-CXYIX,1,Q3,Stayed,No
4332-MUOEZ,1,Q3,Stayed,No
6705-LXORM,1,Q3,Stayed,No
4109-CYRBD,1,Q3,Stayed,No
8606-CIQUL,1,Q3,Stayed,No
0356-OBMAC,1,Q3,Stayed,No
1297-VQDRP,1,Q3,Stayed,No
4676-MQUEA,1,Q3,Stayed,No
7025-WCBNE,1,Q3,Stayed,No
6030-REHUX,1,Q3,Stayed,No
6522-YRBXD,1,Q3,Stayed,No
6689-VRRTK,1,Q3,Stayed,No
7134-MJPDY,1,Q3,Stayed,No
4881-JVQOD,1,Q3,Stayed,No
6797-UCJHZ,1,Q3,Stayed,No
2469-DTSGX,1,Q3,Stayed,No
4908-XAXAY,1,Q3,Stayed,No
3509-GWQGF,1,Q3,Stayed,No
3729-OWRVL,1,Q3,Stayed,No
7251-LJBQN,1,Q3,Stayed,No
2682-KEVRP,1,Q3,Stayed,No
9978-HYCIN,1,Q3,Stayed,No
8329-UTMVM,1,Q3,Stayed,No
6952-OMNWB,1,Q3,Stayed,No
6549-YMFAW,1,Q3,Stayed,No
1307-TVUFB,1,Q3,Stayed,No
7503-MIOGA,1,Q3,Stayed,No
2499-AJYUA,1,Q3,Stayed,No
6919-ELBGL,1,Q3,Stayed,No
3966-HRMZA,1,Q3,Joined,No
5671-RQRLP,1,Q3,Stayed,No
4785-NKHCX,1,Q3,Stayed,No
4250-WAROZ,1,Q3,Stayed,No
3523-BRGUW,1,Q3,Stayed,No
2123-AGEEN,1,Q3,Stayed,No
1258-YMZNM,1,Q3,Stayed,No
6259-WJQLC,1,Q3,Stayed,No
7508-SMHXL,1,Q3,Stayed,No
3956-CJUST,1,Q3,Stayed,No
4824-GUCBY,1,Q3,Stayed,No
6630-UJZMY,1,Q3,Stayed,No
9904-EHEVJ,1,Q3,Stayed,No
2826-DXLQO,1,Q3,Stayed,No
9489-UTFKA,1,Q3,Stayed,No
4849-PYRLQ,1,Q3,Stayed,No
2858-EIMXH,1,Q3,Stayed,No
6419-ZTTLE,1,Q3,Stayed,No
8242-SOQUO,1,Q3,Stayed,No
7460-ITWWP,1,Q3,Stayed,No
7868-TMWMZ,1,Q3,Stayed,No
4829-ZLJTK,1,Q3,Stayed,No
8883-GRDWQ,1,Q3,Stayed,No
9845-PEEKO,1,Q3,Stayed,No
1751-NCDLI,1,Q3,Stayed,No
2176-LVPNX,1,Q3,Stayed,No
3452-ABWRL,1,Q3,Stayed,No
1779-PWPMG,1,Q3,Stayed,No
3082-WQRVY,1,Q3,Stayed,No
2460-NGXBJ,1,Q3,Stayed,No
5268-DSMNQ,1,Q3,Stayed,No
6242-MBHPK,1,Q3,Stayed,No
4782-OSFXZ,1,Q3,Stayed,No
1282-IHQAC,1,Q3,Stayed,No
1641-RQDAY,1,Q3,Stayed,No
5461-QKNTN,1,Q3,Stayed,No
8089-UZWLX,1,Q3,Stayed,No
4468-KAZHE,1,Q3,Stayed,No
1543-LLLFT,1,Q3,Stayed,No
6507-ZJSUR,1,Q3,Stayed,No
9220-ZNKJI,1,Q3,Stayed,No
0723-VSOBE,1,Q3,Stayed,No
1004-NOZNR,1,Q3,Stayed,No
1251-STYSZ,1,Q3,Stayed,No
9681-KYGYB,1,Q3,Stayed,No
7005-CYUIL,1,Q3,Stayed,No
2388-LAESQ,1,Q3,Stayed,No
3108-PCCGG,1,Q3,Stayed,No
6729-GDNGC,1,Q3,Stayed,No
4238-HFHSN,1,Q3,Stayed,No
2692-BUCFV,1,Q3,Stayed,No
5651-WYIPH,1,Q3,Stayed,No
